Crop	Scientific name 	Dependence on pollinators	Dependence rate	Pollinator group	Order	Family	Species	reference	doi/link	Obs
Assai palm (fruit)	Euterpe oleracea	great	0.65	Bees, beetles, flies, bugs	Hymenoptera	Vespidae	Protopolybia acutiscutis	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (fruit)	Euterpe oleracea	great	0.65	Bees, beetles, flies, bugs	Hymenoptera	Vespidae	Protopolybia bituberculata	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (fruit)	Euterpe oleracea	great	0.65	Bees, beetles, flies, bugs	Hymenoptera	Vespidae	Protopolybia chartegoides	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (fruit)	Euterpe oleracea	great	0.65	Bees, beetles, flies, bugs	Hymenoptera	Vespidae	Protopolybia diligens	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (fruit)	Euterpe oleracea	great	0.65	Bees, beetles, flies, bugs	Hymenoptera	Vespidae	Undetermined	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (fruit)	Euterpe oleracea	great	0.65	Bees, beetles, flies, bugs	Lepidoptera	undetermined	Morphospecies 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (fruit)	Euterpe oleracea	great	0.65	Bees, beetles, flies, bugs	Lepidoptera	undetermined	Undetermined	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (fruit)	Euterpe oleracea	great	0.65	Bees, beetles, flies, bugs	Neuroptera	undetermined	Morphospecies 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Andiroba (seed)	Carapa guianensis	Essential	0.9	Bees, butterflies	Lepidoptera	Riodinidae	Undetermined	Maués et al. 2007; Maués et al. 2008	https://www.researchgate.net/publication/235990432_Fenologia_e_biologia_reprodutiva_de_cinco_especies_arboreas_na_Floresta_Nacional_do_Tapajos_Santarem-Pa_Distrito_Florestal_BR_163; https://www.embrapa.br/busca-de-publicacoes/-/publicacao/410247/ecologia-da-polinizacao-de-especies-arboreas-em-florestas-manejadas-na-amazonia#:~:text=Ecologia%20da%20poliniza%C3%A7%C3%A3o%20de%20esp%C3%A9cies%20arb%C3%B3reas%20em%20florestas%20manejadas%20na%20Amaz%C3%B4nia.,-Autoria%3A%20MAUES%2C%20M.%20M.&text=A%20explora%C3%A7%C3%A3o%20madeireira%20reduz%20a,alterar%20processos%20reprodutivos%20e%20ecol%C3%B3gicos.	
Andiroba (seed)	Carapa guianensis	Essential	0.9	Bees, butterflies	Lepidoptera	Lycaenidae	Undetermined	Maués et al. 2007; Maués et al. 2008	https://www.researchgate.net/publication/235990432_Fenologia_e_biologia_reprodutiva_de_cinco_especies_arboreas_na_Floresta_Nacional_do_Tapajos_Santarem-Pa_Distrito_Florestal_BR_163; https://www.embrapa.br/busca-de-publicacoes/-/publicacao/410247/ecologia-da-polinizacao-de-especies-arboreas-em-florestas-manejadas-na-amazonia#:~:text=Ecologia%20da%20poliniza%C3%A7%C3%A3o%20de%20esp%C3%A9cies%20arb%C3%B3reas%20em%20florestas%20manejadas%20na%20Amaz%C3%B4nia.,-Autoria%3A%20MAUES%2C%20M.%20M.&text=A%20explora%C3%A7%C3%A3o%20madeireira%20reduz%20a,alterar%20processos%20reprodutivos%20e%20ecol%C3%B3gicos.	
Andiroba (seed)	Carapa guianensis	Essential	0.9	Bees, butterflies	Hymenoptera	Apidae	Trigona	Maués et al. 2007; Maués et al. 2008	https://www.researchgate.net/publication/235990432_Fenologia_e_biologia_reprodutiva_de_cinco_especies_arboreas_na_Floresta_Nacional_do_Tapajos_Santarem-Pa_Distrito_Florestal_BR_163; https://www.embrapa.br/busca-de-publicacoes/-/publicacao/410247/ecologia-da-polinizacao-de-especies-arboreas-em-florestas-manejadas-na-amazonia#:~:text=Ecologia%20da%20poliniza%C3%A7%C3%A3o%20de%20esp%C3%A9cies%20arb%C3%B3reas%20em%20florestas%20manejadas%20na%20Amaz%C3%B4nia.,-Autoria%3A%20MAUES%2C%20M.%20M.&text=A%20explora%C3%A7%C3%A3o%20madeireira%20reduz%20a,alterar%20processos%20reprodutivos%20e%20ecol%C3%B3gicos.	
Andiroba (seed)	Carapa guianensis	Essential	0.9	Bees, butterflies	Hymenoptera	Apidae	Cephalotrigona	Maués et al. 2007; Maués et al. 2008	https://www.researchgate.net/publication/235990432_Fenologia_e_biologia_reprodutiva_de_cinco_especies_arboreas_na_Floresta_Nacional_do_Tapajos_Santarem-Pa_Distrito_Florestal_BR_163; https://www.embrapa.br/busca-de-publicacoes/-/publicacao/410247/ecologia-da-polinizacao-de-especies-arboreas-em-florestas-manejadas-na-amazonia#:~:text=Ecologia%20da%20poliniza%C3%A7%C3%A3o%20de%20esp%C3%A9cies%20arb%C3%B3reas%20em%20florestas%20manejadas%20na%20Amaz%C3%B4nia.,-Autoria%3A%20MAUES%2C%20M.%20M.&text=A%20explora%C3%A7%C3%A3o%20madeireira%20reduz%20a,alterar%20processos%20reprodutivos%20e%20ecol%C3%B3gicos.	
Andiroba (seed)	Carapa guianensis	Essential	0.9	Bees, butterflies	Hymenoptera	Apidae	Plebeia	Maués et al. 2007; Maués et al. 2008	https://www.researchgate.net/publication/235990432_Fenologia_e_biologia_reprodutiva_de_cinco_especies_arboreas_na_Floresta_Nacional_do_Tapajos_Santarem-Pa_Distrito_Florestal_BR_163; https://www.embrapa.br/busca-de-publicacoes/-/publicacao/410247/ecologia-da-polinizacao-de-especies-arboreas-em-florestas-manejadas-na-amazonia#:~:text=Ecologia%20da%20poliniza%C3%A7%C3%A3o%20de%20esp%C3%A9cies%20arb%C3%B3reas%20em%20florestas%20manejadas%20na%20Amaz%C3%B4nia.,-Autoria%3A%20MAUES%2C%20M.%20M.&text=A%20explora%C3%A7%C3%A3o%20madeireira%20reduz%20a,alterar%20processos%20reprodutivos%20e%20ecol%C3%B3gicos.	
Andiroba (seed)	Carapa guianensis	Essential	0.9	Bees, butterflies	Hymenoptera	Apidae	Tetragona	Maués et al. 2007; Maués et al. 2008	https://www.researchgate.net/publication/235990432_Fenologia_e_biologia_reprodutiva_de_cinco_especies_arboreas_na_Floresta_Nacional_do_Tapajos_Santarem-Pa_Distrito_Florestal_BR_163; https://www.embrapa.br/busca-de-publicacoes/-/publicacao/410247/ecologia-da-polinizacao-de-especies-arboreas-em-florestas-manejadas-na-amazonia#:~:text=Ecologia%20da%20poliniza%C3%A7%C3%A3o%20de%20esp%C3%A9cies%20arb%C3%B3reas%20em%20florestas%20manejadas%20na%20Amaz%C3%B4nia.,-Autoria%3A%20MAUES%2C%20M.%20M.&text=A%20explora%C3%A7%C3%A3o%20madeireira%20reduz%20a,alterar%20processos%20reprodutivos%20e%20ecol%C3%B3gicos.	
Andiroba (seed)	Carapa guianensis	Essential	0.9	Bees, butterflies	Hymenoptera	Apidae	Tetragonisca	Maués et al. 2007; Maués et al. 2008	https://www.researchgate.net/publication/235990432_Fenologia_e_biologia_reprodutiva_de_cinco_especies_arboreas_na_Floresta_Nacional_do_Tapajos_Santarem-Pa_Distrito_Florestal_BR_163; https://www.embrapa.br/busca-de-publicacoes/-/publicacao/410247/ecologia-da-polinizacao-de-especies-arboreas-em-florestas-manejadas-na-amazonia#:~:text=Ecologia%20da%20poliniza%C3%A7%C3%A3o%20de%20esp%C3%A9cies%20arb%C3%B3reas%20em%20florestas%20manejadas%20na%20Amaz%C3%B4nia.,-Autoria%3A%20MAUES%2C%20M.%20M.&text=A%20explora%C3%A7%C3%A3o%20madeireira%20reduz%20a,alterar%20processos%20reprodutivos%20e%20ecol%C3%B3gicos.	
Babassu palm (almond)	Orbignya phalerata	modest	0.25	Beetles, bees, butterflies, bugs and other insects, other invertebrates	Thysannura	Undetermined	Undetermined	Anderson et al. 1988	sci-hub.st/10.2307/2388234	
Babassu palm (almond)	Orbignya phalerata	modest	0.25	Beetles, bees, butterflies, bugs and other insects, other invertebrates	Isoptera	Undetermined	Undetermined	Anderson et al. 1988	sci-hub.st/10.2307/2388234	
Babassu palm (almond)	Orbignya phalerata	modest	0.25	Beetles, bees, butterflies, bugs and other insects, other invertebrates	Blattodea	Undetermined	Undetermined	Anderson et al. 1988	sci-hub.st/10.2307/2388234	
Babassu palm (almond)	Orbignya phalerata	modest	0.25	Beetles, bees, butterflies, bugs and other insects, other invertebrates	Hemiptera	Anthrocoridae	Undetermined	Anderson et al. 1988	sci-hub.st/10.2307/2388234	
Babassu palm (almond)	Orbignya phalerata	modest	0.25	Beetles, bees, butterflies, bugs and other insects, other invertebrates	Orthoptera 	Tettigoniidae	Undetermined	Anderson et al. 1988	sci-hub.st/10.2307/2388234	
Babassu palm (almond)	Orbignya phalerata	modest	0.25	Beetles, bees, butterflies, bugs and other insects, other invertebrates	Dermaptera	Undetermined	Undetermined	Anderson et al. 1988	sci-hub.st/10.2307/2388234	
Babassu palm (almond)	Orbignya phalerata	modest	0.25	Beetles, bees, butterflies, bugs and other insects, other invertebrates	Thysanoptera	Undetermined	Undetermined	Anderson et al. 1988	sci-hub.st/10.2307/2388234	
Babassu palm (almond)	Orbignya phalerata	modest	0.25	Beetles, bees, butterflies, bugs and other insects, other invertebrates	Diptera	Drosophilidae	Undetermined	Anderson et al. 1988	sci-hub.st/10.2307/2388234	
Babassu palm (almond)	Orbignya phalerata	modest	0.25	Beetles, bees, butterflies, bugs and other insects, other invertebrates	Diptera	Otitidae	Undetermined	Anderson et al. 1988	sci-hub.st/10.2307/2388234	
Babassu palm (almond)	Orbignya phalerata	modest	0.25	Beetles, bees, butterflies, bugs and other insects, other invertebrates	Diptera	Muscoidea	Undetermined	Anderson et al. 1988	sci-hub.st/10.2307/2388234	
Babassu palm (almond)	Orbignya phalerata	modest	0.25	Beetles, bees, butterflies, bugs and other insects, other invertebrates	Diptera	Ceratopogonidae	Undetermined	Anderson et al. 1988	sci-hub.st/10.2307/2388234	
Babassu palm (almond)	Orbignya phalerata	modest	0.25	Beetles, bees, butterflies, bugs and other insects, other invertebrates	Diptera	Syrphidae	Undetermined	Anderson et al. 1988	sci-hub.st/10.2307/2388234	
Babassu palm (almond)	Orbignya phalerata	modest	0.25	Beetles, bees, butterflies, bugs and other insects, other invertebrates	Lepidoptera 	Hesperiidae	Undetermined	Anderson et al. 1988	sci-hub.st/10.2307/2388234	
Babassu palm (almond)	Orbignya phalerata	modest	0.25	Beetles, bees, butterflies, bugs and other insects, other invertebrates	Hymenoptera 	Formicidae	Undetermined	Anderson et al. 1988	sci-hub.st/10.2307/2388234	
Babassu palm (almond)	Orbignya phalerata	modest	0.25	Beetles, bees, butterflies, bugs and other insects, other invertebrates	Hymenoptera 	Apidae	Apis mellifera	Anderson et al. 1988	sci-hub.st/10.2307/2388234	
Babassu palm (almond)	Orbignya phalerata	modest	0.25	Beetles, bees, butterflies, bugs and other insects, other invertebrates	Hymenoptera 	Apidae	 Xylocopa frontalis	Anderson et al. 1988	sci-hub.st/10.2307/2388234	
Babassu palm (almond)	Orbignya phalerata	modest	0.25	Beetles, bees, butterflies, bugs and other insects, other invertebrates	Hymenoptera 	Apidae	 Melipona spp.	Anderson et al. 1988	sci-hub.st/10.2307/2388234	
Babassu palm (almond)	Orbignya phalerata	modest	0.25	Beetles, bees, butterflies, bugs and other insects, other invertebrates	Hymenoptera 	Apidae	 Trigona spp.	Anderson et al. 1988	sci-hub.st/10.2307/2388234	
Babassu palm (almond)	Orbignya phalerata	modest	0.25	Beetles, bees, butterflies, bugs and other insects, other invertebrates	Hymenoptera 	Apidae	 Partamona spp.	Anderson et al. 1988	sci-hub.st/10.2307/2388234	
Babassu palm (almond)	Orbignya phalerata	modest	0.25	Beetles, bees, butterflies, bugs and other insects, other invertebrates	Hymenoptera 	Vespidae	Undetermined	Anderson et al. 1988	sci-hub.st/10.2307/2388234	
Babassu palm (almond)	Orbignya phalerata	modest	0.25	Beetles, bees, butterflies, bugs and other insects, other invertebrates	Hymenoptera 	Chalcidoidea	Undetermined	Anderson et al. 1988	sci-hub.st/10.2307/2388234	
Babassu palm (almond)	Orbignya phalerata	modest	0.25	Beetles, bees, butterflies, bugs and other insects, other invertebrates	Coleoptera 	Staphylinidae	Undetermined	Anderson et al. 1988	sci-hub.st/10.2307/2388234	
Babassu palm (almond)	Orbignya phalerata	modest	0.25	Beetles, bees, butterflies, bugs and other insects, other invertebrates	Coleoptera 	Scarabaeidae	Undetermined	Anderson et al. 1988	sci-hub.st/10.2307/2388234	
Babassu palm (almond)	Orbignya phalerata	modest	0.25	Beetles, bees, butterflies, bugs and other insects, other invertebrates	Coleoptera 	Curculionidae	Homalinotus sp.	Anderson et al. 1988	sci-hub.st/10.2307/2388234	
Babassu palm (almond)	Orbignya phalerata	modest	0.25	Beetles, bees, butterflies, bugs and other insects, other invertebrates	Coleoptera 	Curculionidae	Celestes spp. 	Anderson et al. 1988	sci-hub.st/10.2307/2388234	
Babassu palm (almond)	Orbignya phalerata	modest	0.25	Beetles, bees, butterflies, bugs and other insects, other invertebrates	Coleoptera 	Cerambycidae	Undetermined	Anderson et al. 1988	sci-hub.st/10.2307/2388234	
Babassu palm (almond)	Orbignya phalerata	modest	0.25	Beetles, bees, butterflies, bugs and other insects, other invertebrates	Coleoptera 	Nitidulidae 	Mystrops mexicana	Anderson et al. 1988	sci-hub.st/10.2307/2388234	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Curculionidae	Anchylorhynchus tricarinatus	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	based on three species of the genus
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Curculionidae	Anchylorhynchus bicarinatus	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Curculionidae	Anchylorhynchus sp. 1 	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Curculionidae	Phyllotrox sp. 35	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Curculionidae	Phyllotrox sp. 36	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Curculionidae	Phyllotrox sp. 37	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Curculionidae	Phyllotrox sp. 38	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Curculionidae	Phytotribus sp. 1	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Curculionidae	Phytotribus sp. 2	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Curculionidae	Terires sp. 1	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Curculionidae	Terires sp. 3	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Curculionidae	Derelomus sp. 1	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Curculionidae	Andranthobius sp. 2	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Curculionidae	Acalyptinae Gen. 2 sp. 1 	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Curculionidae	Perelleschus sp. 1	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Curculionidae	Perelleschus sp. 2	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Curculionidae	Baridinae Gen. 1  sp. 1	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Curculionidae	Baridinae Gen. 4  sp. 1	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Curculionidae	Baridinae Gen. 4  sp. 2	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Curculionidae	Hustachea sp. 1	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Curculionidae	Bondariella sp. 1	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Curculionidae	Limnonotus sp. 1	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Curculionidae	Homalinotus histrix	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Curculionidae	Odontoderes sp. 1	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Curculionidae	Metamasius hemipterus sericeus	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Nitidulidae	Mystrops salazari	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Nitidulidae	Mystrops sp. 2	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Nitidulidae	Gen. 2 sp. 1	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Staphylinidae	Amazoncharis sp. 1	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Staphylinidae	Aleochara sp. 1	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Staphylinidae	Xanthopygus sp. 1	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Staphylinidae	Aleochara sp. 1	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Staphylinidae	Philonthus sp. 2	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Chrysomelidae	Longitarsus sp. 1	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Chrysomelidae	Longitarsus sp. 2	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Chrysomelidae	Gen. 2 sp. 1	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Scarabaeidae	Monolepta sp. 1	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Scarabaeidae	Monolepta sp. 2	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Scarabaeidae	Gen. 2 sp. 1	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Scarabaeidae	Gen. 2 sp. 2	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Scarabaeidae	Cyclocephala discolor	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
Bacaba palm (fruit)	Oenocarpus bacaba	great	0.8	Beetles, bees, flies, bugs and other insects	Coleoptera	Scarabaeidae	Cyclocephala amazona	Nuñez et al. 2015	DOI 10.15517/RBT.V63I1.13030	
